cat,group,date,oil,water,liquid,bhp,status,start_lag,coef,is_base
P2,P,20,-0.00042643726604,-0.0029505376369708,-0.0033769749030108,20000000.0,1.0,10.0,0.5,False
I1,I,20,,0.002533,0.002533,38160620.236249015,1.0,10.0,0.5,False
I2,I,20,,0.001267,0.001267,34307519.67794122,1.0,10.0,0.5,False
I3,I,20,,0.0019,0.0019,35733516.3082482,1.0,10.0,0.5,False
P1,P,21,-0.0005711402725179,-0.0018533624957912,-0.0024245027683092,20000000.0,1.0,10.0,0.5,False
P2,P,21,-0.0003971131439133,-0.0029569142956706,-0.0033540274395839,20000000.0,1.0,10.0,0.5,False
I1,I,21,,0.002533,0.002533,37781297.52875236,1.0,10.0,0.5,False
I2,I,21,,0.001267,0.001267,33956057.13853702,1.0,10.0,0.5,False
I3,I,21,,0.0019,0.0019,35366371.379038095,1.0,10.0,0.5,False
P1,P,22,-0.0005309884489401,-0.0019025798983935,-0.0024335683473336,20000000.0,1.0,10.0,0.5,False
P2,P,22,-0.0003712067013762,-0.0029615116910787,-0.0033327183924549,20000000.0,1.0,10.0,0.5,False
I1,I,22,,0.002533,0.002533,37436384.52198755,1.0,10.0,0.5,False
I2,I,22,,0.001267,0.001267,33637076.368086375,1.0,10.0,0.5,False
I3,I,22,,0.0019,0.0019,35033215.28535337,1.0,10.0,0.5,False
P1,P,23,-0.000496079001269,-0.0019465972495557,-0.0024426762508247,20000000.0,1.0,10.0,0.5,False
P2,P,23,-0.0003481279928957,-0.002965095877572,-0.0033132238704678,20000000.0,1.0,10.0,0.5,False
I1,I,23,,0.002533,0.002533,37122050.7402864,1.0,10.0,0.5,False
I2,I,23,,0.001267,0.001267,33346837.798985813,1.0,10.0,0.5,False
I3,I,23,,0.0019,0.0019,34730137.34002292,1.0,10.0,0.5,False
P1,P,24,-0.0004654459059253,-0.0019861096614685,-0.0024515555673939,20000000.0,1.0,10.0,0.5,False
P2,P,24,-0.0003274073057736,-0.0029681184935388,-0.0032955257993124,20000000.0,1.0,10.0,0.5,False
I1,I,24,,0.002533,0.002533,36834809.69199321,1.0,10.0,0.5,False
I2,I,24,,0.001267,0.001267,33081989.2423334,1.0,10.0,0.5,False
I3,I,24,,0.0019,0.0019,34453623.87932085,1.0,10.0,0.5,False
P1,P,25,-0.0004383468956447,-0.0020216909902763,-0.0024600378859211,20000000.0,1.0,10.0,0.5,False
P2,P,25,-0.0003087179348199,-0.0029707800071147,-0.0032794979419346,20000000.0,1.0,10.0,0.5,False
I1,I,25,,0.002533,0.002533,36571740.50640353,1.0,10.0,0.5,False
I2,I,25,,0.001267,0.001267,32839760.8608782,1.0,10.0,0.5,False
I3,I,25,,0.0019,0.0019,34200761.71670605,1.0,10.0,0.5,False
P1,P,26,-0.0004142064952187,-0.0020538422968592,-0.002468048792078,20000000.0,1.0,10.0,0.5,False
P2,P,26,-0.0002918148544679,-0.0029731704123422,-0.0032649852668102,20000000.0,1.0,10.0,0.5,False
I1,I,26,,0.002533,0.002533,36330406.50815965,1.0,10.0,0.5,False
I2,I,26,,0.001267,0.001267,32617862.4196194,1.0,10.0,0.5,False
I3,I,26,,0.0019,0.0019,33969132.86871432,1.0,10.0,0.5,False
P1,P,27,-0.000392533689783,-0.0020831087454346,-0.0024756424352177,20000000.0,1.0,10.0,0.5,False
P2,P,27,-0.0002765049763572,-0.002975296243833,-0.0032518012201903,20000000.0,1.0,10.0,0.5,False
I1,I,27,,0.002533,0.002533,36108568.27769925,1.0,10.0,0.5,False
I2,I,27,,0.001267,0.001267,32414199.10411771,1.0,10.0,0.5,False
I3,I,27,,0.0019,0.0019,33756526.55069254,1.0,10.0,0.5,False
P1,P,28,-0.0003729108440343,-0.0021100182941067,-0.002482929138141,20000000.0,1.0,10.0,0.5,False
P2,P,28,-0.0002626115494225,-0.0029771257063794,-0.003239737255802,20000000.0,1.0,10.0,0.5,False
I1,I,28,,0.002533,0.002533,35904090.85971149,1.0,10.0,0.5,False
I2,I,28,,0.001267,0.001267,32226775.00739217,1.0,10.0,0.5,False
I3,I,28,,0.0019,0.0019,33560840.8740982,1.0,10.0,0.5,False
P1,P,29,-0.000354998844163,-0.002134970901593,-0.0024899697457561,20000000.0,1.0,10.0,0.5,False
P2,P,29,-0.000249953077267,-0.0029786768514728,-0.0032286299287399,20000000.0,1.0,10.0,0.5,False
I1,I,29,,0.002533,0.002533,35715006.93965184,1.0,10.0,0.5,False
I2,I,29,,0.001267,0.001267,32053739.443253603,1.0,10.0,0.5,False
I3,I,29,,0.0019,0.0019,33380138.0103623,1.0,10.0,0.5,False
P1,P,0,-0.0016212793357458,0.0,-0.0016212793357458,20000000.0,1.0,11.0,0.5,False
P2,P,0,-0.0019034995257132,0.0,-0.0019034995257132,20000000.0,1.0,11.0,0.5,False
I1,I,0,,0.002533,0.002533,40189871.29720092,1.0,11.0,0.5,False
I2,I,0,,0.001267,0.001267,36654942.34321034,1.0,11.0,0.5,False
I3,I,0,,,,,0.0,11.0,0.5,False
P1,P,1,-0.001501636314723,0.0,-0.001501636314723,20000000.0,1.0,11.0,0.5,False
P2,P,1,-0.0017470400237067,0.0,-0.0017470400237067,20000000.0,1.0,11.0,0.5,False
I1,I,1,,0.002533,0.002533,40242918.4566048,1.0,11.0,0.5,False
I2,I,1,,0.001267,0.001267,36663866.639836974,1.0,11.0,0.5,False
I3,I,1,,,,,0.0,11.0,0.5,False
P1,P,2,-0.001492829541189,0.0,-0.001492829541189,20000000.0,1.0,11.0,0.5,False
P2,P,2,-0.0017249606375624,0.0,-0.0017249606375624,20000000.0,1.0,11.0,0.5,False
I1,I,2,,0.002533,0.002533,40580299.81507061,1.0,11.0,0.5,False
I2,I,2,,0.001267,0.001267,36899162.93818008,1.0,11.0,0.5,False
I3,I,2,,,,,0.0,11.0,0.5,False
P1,P,3,-0.001512521867102,0.0,-0.001512521867102,20000000.0,1.0,11.0,0.5,False
P2,P,3,-0.0017402735244416,0.0,-0.0017402735244416,20000000.0,1.0,11.0,0.5,False
I1,I,3,,0.002533,0.002533,40828910.958140165,1.0,11.0,0.5,False
I2,I,3,,0.001267,0.001267,37084216.90147405,1.0,11.0,0.5,False
I3,I,3,,,,,0.0,11.0,0.5,False
P1,P,4,-0.0015405344529416,0.0,-0.0015405344529416,20000000.0,1.0,11.0,0.5,False
P2,P,4,-0.0017687754075148,0.0,-0.0017687754075148,20000000.0,1.0,11.0,0.5,False
I1,I,4,,0.002533,0.002533,41008433.46151792,1.0,11.0,0.5,False
I2,I,4,,0.001267,0.001267,37226562.687533855,1.0,11.0,0.5,False
I3,I,4,,,,,0.0,11.0,0.5,False
P1,P,5,-0.0016533132031781,0.0,-0.0016533132031781,20000000.0,1.0,11.0,0.5,False
P2,P,5,-0.001768083750664,-6.397042410441913e-05,-0.0018320541747684,20000000.0,1.0,11.0,0.5,False
I1,I,5,,0.002533,0.002533,41577600.23982868,1.0,11.0,0.5,False
I2,I,5,,0.001267,0.001267,37735735.87040266,1.0,11.0,0.5,False
I3,I,5,,,,,0.0,11.0,0.5,False
P1,P,6,-0.0017244038092041,0.0,-0.0017244038092041,20000000.0,1.0,11.0,0.5,False
P2,P,6,-0.0015531762236197,-0.0004006694971408,-0.0019538457207606,20000000.0,1.0,11.0,0.5,False
I1,I,6,,0.002533,0.002533,41665651.06657715,1.0,11.0,0.5,False
I2,I,6,,0.001267,0.001267,37773621.47240812,1.0,11.0,0.5,False
I3,I,6,,,,,0.0,11.0,0.5,False
P1,P,7,-0.0017304310455429,-1.2936817230304054e-06,-0.0017317247272659,20000000.0,1.0,11.0,0.5,False
P2,P,7,-0.0013308473732824,-0.0008037862967118,-0.0021346336699943,20000000.0,1.0,11.0,0.5,False
I1,I,7,,0.002533,0.002533,41362394.10121459,1.0,11.0,0.5,False
I2,I,7,,0.001267,0.001267,37431027.234295,1.0,11.0,0.5,False
I3,I,7,,,,,0.0,11.0,0.5,False
P1,P,8,-0.0016151103437654,-8.223242448219831e-05,-0.0016973427682476,20000000.0,1.0,11.0,0.5,False
P2,P,8,-0.0011535169502616,-0.0011180412544051,-0.0022715582046667,20000000.0,1.0,11.0,0.5,False
I1,I,8,,0.002533,0.002533,40822330.69447494,1.0,11.0,0.5,False
I2,I,8,,0.001267,0.001267,36877466.37917666,1.0,11.0,0.5,False
I3,I,8,,,,,0.0,11.0,0.5,False
P1,P,9,-0.0014598217768642,-0.0002669317073136,-0.0017267534841778,20000000.0,1.0,11.0,0.5,False
P2,P,9,-0.0010072088577064,-0.0013311047175892,-0.0023383135752956,20000000.0,1.0,11.0,0.5,False
I1,I,9,,0.002533,0.002533,40081402.49140975,1.0,11.0,0.5,False
I2,I,9,,0.001267,0.001267,36153947.04298202,1.0,11.0,0.5,False
I3,I,9,,,,,0.0,11.0,0.5,False
P1,P,10,-0.0013117222820095,-0.0004381144091153,-0.0017498366911249,20000000.0,1.0,11.0,0.5,False
P2,P,10,-0.0008833080023865,-0.0014661838139207,-0.0023494918163073,20000000.0,1.0,11.0,0.5,False
I1,I,10,,0.002533,0.002533,39248949.67978458,1.0,11.0,0.5,False
I2,I,10,,0.001267,0.001267,35355668.99696228,1.0,11.0,0.5,False
I3,I,10,,,,,0.0,11.0,0.5,False
P1,P,11,-0.0011772157452207,-0.0005629723088268,-0.0017401880540475,20000000.0,1.0,11.0,0.5,False
P2,P,11,-0.000779954762752,-0.0015534607343648,-0.0023334154971168,20000000.0,1.0,11.0,0.5,False
I1,I,11,,0.002533,0.002533,38447910.15726566,1.0,11.0,0.5,False
I2,I,11,,0.001267,0.001267,34591962.24002269,1.0,11.0,0.5,False
I3,I,11,,,,,0.0,11.0,0.5,False
P1,P,12,-0.0012490983854529,-0.0008591826700096,-0.0021082810554626,20000000.0,1.0,11.0,0.5,False
P2,P,12,-0.0008093873682261,-0.0021366920757613,-0.0029460794439875,20000000.0,1.0,11.0,0.5,False
I1,I,12,,0.002533,0.002533,40959983.32487318,1.0,11.0,0.5,False
I2,I,12,,0.001267,0.001267,36973164.35179764,1.0,11.0,0.5,False
I3,I,12,,0.0019,0.0019,38803936.17372916,1.0,11.0,0.5,False
P1,P,13,-0.0012086067957597,-0.0010957270873371,-0.0023043338830969,20000000.0,1.0,11.0,0.5,False
P2,P,13,-0.0007758431808677,-0.002477138537743,-0.0032529817186108,20000000.0,1.0,11.0,0.5,False
I1,I,13,,0.002533,0.002533,41319331.10141373,1.0,11.0,0.5,False
I2,I,13,,0.001267,0.001267,37285028.82244766,1.0,11.0,0.5,False
I3,I,13,,0.0019,0.0019,38943646.72884563,1.0,11.0,0.5,False
P1,P,14,-0.0011203997817152,-0.0012561173860745,-0.0023765171677897,20000000.0,1.0,11.0,0.5,False
P2,P,14,-0.0007189274635706,-0.0026694115935775,-0.0033883390571481,20000000.0,1.0,11.0,0.5,False
I1,I,14,,0.002533,0.002533,41078956.58190736,1.0,11.0,0.5,False
I2,I,14,,0.001267,0.001267,37048406.67445078,1.0,11.0,0.5,False
I3,I,14,,0.0019,0.0019,38642767.11120132,1.0,11.0,0.5,False
P1,P,15,-0.0010213884989365,-0.0013733049207136,-0.0023946934196502,20000000.0,1.0,11.0,0.5,False
P2,P,15,-0.0006582271499615,-0.0027817278195395,-0.003439954969501,20000000.0,1.0,11.0,0.5,False
I1,I,15,,0.002533,0.002533,40625255.847089335,1.0,11.0,0.5,False
I2,I,15,,0.001267,0.001267,36615911.12227692,1.0,11.0,0.5,False
I3,I,15,,0.0019,0.0019,38169881.87779132,1.0,11.0,0.5,False
P1,P,16,-0.0009240335169493,-0.0014721871923807,-0.0023962207093301,20000000.0,1.0,11.0,0.5,False
P2,P,16,-0.0006014000611483,-0.0028502621590549,-0.0034516622202033,20000000.0,1.0,11.0,0.5,False
I1,I,16,,0.002533,0.002533,40109634.01479864,1.0,11.0,0.5,False
I2,I,16,,0.001267,0.001267,36128804.666379176,1.0,11.0,0.5,False
I3,I,16,,0.0019,0.0019,37651582.44712043,1.0,11.0,0.5,False
P1,P,17,-0.0008346422901708,-0.0015615400270936,-0.0023961823172644,20000000.0,1.0,11.0,0.5,False
P2,P,17,-0.000550679357404,-0.0028933086567496,-0.0034439880141537,20000000.0,1.0,11.0,0.5,False
I1,I,17,,0.002533,0.002533,39594028.896199495,1.0,11.0,0.5,False
I2,I,17,,0.001267,0.001267,35644605.89407366,1.0,11.0,0.5,False
I3,I,17,,0.0019,0.0019,37140977.0379362,1.0,11.0,0.5,False
P1,P,18,-0.000756412660596,-0.0016427548702302,-0.0023991675308263,20000000.0,1.0,11.0,0.5,False
P2,P,18,-0.0005060555736789,-0.0029205943406618,-0.0034266499143408,20000000.0,1.0,11.0,0.5,False
I1,I,18,,0.002533,0.002533,39102885.08512179,1.0,11.0,0.5,False
I2,I,18,,0.001267,0.001267,35185500.65646108,1.0,11.0,0.5,False
I3,I,18,,0.0019,0.0019,36658603.2550737,1.0,11.0,0.5,False
P1,P,19,-0.0006893574639548,-0.001715463196476,-0.0024048206604309,20000000.0,1.0,11.0,0.5,False
P2,P,19,-0.0004669646307867,-0.0029381524068802,-0.0034051170376669,20000000.0,1.0,11.0,0.5,False
I1,I,19,,0.002533,0.002533,38645748.55451379,1.0,11.0,0.5,False
I2,I,19,,0.001267,0.001267,34759645.70575322,1.0,11.0,0.5,False
I3,I,19,,0.0019,0.0019,36211994.40938898,1.0,11.0,0.5,False
P1,P,20,-0.0006322247709486,-0.0017800138814323,-0.0024122386523809,20000000.0,1.0,11.0,0.5,False
P2,P,20,-0.0004327468183437,-0.0029494844486409,-0.0033822312669846,20000000.0,1.0,11.0,0.5,False
I1,I,20,,0.002533,0.002533,38225782.59166367,1.0,11.0,0.5,False
I2,I,20,,0.001267,0.001267,34369504.0513399,1.0,11.0,0.5,False
I3,I,20,,0.0019,0.0019,35803256.01330965,1.0,11.0,0.5,False
P1,P,21,-0.0005834597675574,-0.0018373013024529,-0.0024207610700104,20000000.0,1.0,11.0,0.5,False
P2,P,21,-0.0004027435896184,-0.0029568686337631,-0.0033596122233815,20000000.0,1.0,11.0,0.5,False
I1,I,21,,0.002533,0.002533,37842485.59890377,1.0,11.0,0.5,False
I2,I,21,,0.001267,0.001267,34014271.70796435,1.0,11.0,0.5,False
I3,I,21,,0.0019,0.0019,35431315.08394006,1.0,11.0,0.5,False
P1,P,22,-0.0005415719291851,-0.0018882487326597,-0.0024298206618449,20000000.0,1.0,11.0,0.5,False
P2,P,22,-0.0003762905372715,-0.0029619052969943,-0.0033381958342659,20000000.0,1.0,11.0,0.5,False
I1,I,22,,0.002533,0.002533,37493368.54378711,1.0,11.0,0.5,False
I2,I,22,,0.001267,0.001267,33691360.65871566,1.0,11.0,0.5,False
I3,I,22,,0.0019,0.0019,35093364.98616728,1.0,11.0,0.5,False
P1,P,23,-0.0005052765378423,-0.0019337588157297,-0.0024390353535721,20000000.0,1.0,11.0,0.5,False
P2,P,23,-0.0003527759949804,-0.0029656171615872,-0.0033183931565677,20000000.0,1.0,11.0,0.5,False
I1,I,23,,0.002533,0.002533,37175046.83397152,1.0,11.0,0.5,False
I2,I,23,,0.001267,0.001267,33397418.123851147,1.0,11.0,0.5,False
I3,I,23,,0.0019,0.0019,34785856.48645612,1.0,11.0,0.5,False
P1,P,24,-0.0004735214094792,-0.0019745878688784,-0.0024481092783577,20000000.0,1.0,11.0,0.5,False
P2,P,24,-0.0003316998597959,-0.0029686119952441,-0.00330031185504,20000000.0,1.0,11.0,0.5,False
I1,I,24,,0.002533,0.002533,36884101.33707263,1.0,11.0,0.5,False
I2,I,24,,0.001267,0.001267,33129135.08887428,1.0,11.0,0.5,False
I3,I,24,,0.0019,0.0019,34505294.166320376,1.0,11.0,0.5,False
P1,P,25,-0.0004454966141668,-0.0020113400895351,-0.002456836703702,20000000.0,1.0,11.0,0.5,False
P2,P,25,-0.0003126964439066,-0.0029711887201111,-0.0032838851640177,20000000.0,1.0,11.0,0.5,False
I1,I,25,,0.002533,0.002533,36617555.32560511,1.0,11.0,0.5,False
I2,I,25,,0.001267,0.001267,32883675.922622222,1.0,11.0,0.5,False
I3,I,25,,0.0019,0.0019,34248679.03162514,1.0,11.0,0.5,False
P1,P,26,-0.0004205807228109,-0.0020445195923906,-0.0024651003152015,20000000.0,1.0,11.0,0.5,False
P2,P,26,-0.0002955006236011,-0.0029734890067174,-0.0032689896303185,20000000.0,1.0,11.0,0.5,False
I1,I,26,,0.002533,0.002533,36372937.16070523,1.0,11.0,0.5,False
I2,I,26,,0.001267,0.001267,32658711.522487,1.0,11.0,0.5,False
I3,I,26,,0.0019,0.0019,34013539.1797734,1.0,11.0,0.5,False
P1,P,27,-0.0003982647680907,-0.0020746343899123,-0.002472899158003,20000000.0,1.0,11.0,0.5,False
P2,P,27,-0.0002799160530045,-0.0029755518765922,-0.0032554679295968,20000000.0,1.0,11.0,0.5,False
I1,I,27,,0.002533,0.002533,36148066.13126714,1.0,11.0,0.5,False
I2,I,27,,0.001267,0.001267,32452201.381825943,1.0,11.0,0.5,False
I3,I,27,,0.0019,0.0019,33797707.98226792,1.0,11.0,0.5,False
P1,P,28,-0.0003781070870401,-0.002102240529838,-0.0024803476168781,20000000.0,1.0,11.0,0.5,False
P2,P,28,-0.0002657697929851,-0.0029773426822784,-0.0032431124752636,20000000.0,1.0,11.0,0.5,False
I1,I,28,,0.002533,0.002533,35940846.77314646,1.0,11.0,0.5,False
I2,I,28,,0.001267,0.001267,32262191.482590303,1.0,11.0,0.5,False
I3,I,28,,0.0019,0.0019,33599114.67380309,1.0,11.0,0.5,False
P1,P,29,-0.00035974641508,-0.002127786809888,-0.0024875332249681,20000000.0,1.0,11.0,0.5,False
P2,P,29,-0.0002528898020212,-0.0029788569191743,-0.0032317467211955,20000000.0,1.0,11.0,0.5,False
I1,I,29,,0.002533,0.002533,35749295.387633465,1.0,11.0,0.5,False
I2,I,29,,0.001267,0.001267,32086822.67046856,1.0,11.0,0.5,False
I3,I,29,,0.0019,0.0019,33415800.74961133,1.0,11.0,0.5,False
P1,P,0,-0.0016212793357458,0.0,-0.0016212793357458,20000000.0,1.0,16.0,0.5,False
P2,P,0,-0.0019034995257132,0.0,-0.0019034995257132,20000000.0,1.0,16.0,0.5,False
I1,I,0,,0.002533,0.002533,40189871.29720092,1.0,16.0,0.5,False
I2,I,0,,0.001267,0.001267,36654942.34321034,1.0,16.0,0.5,False
I3,I,0,,,,,0.0,16.0,0.5,False
P1,P,1,-0.001501636314723,0.0,-0.001501636314723,20000000.0,1.0,16.0,0.5,False
P2,P,1,-0.0017470400237067,0.0,-0.0017470400237067,20000000.0,1.0,16.0,0.5,False
I1,I,1,,0.002533,0.002533,40242918.4566048,1.0,16.0,0.5,False
I2,I,1,,0.001267,0.001267,36663866.639836974,1.0,16.0,0.5,False
I3,I,1,,,,,0.0,16.0,0.5,False
P1,P,2,-0.001492829541189,0.0,-0.001492829541189,20000000.0,1.0,16.0,0.5,False
P2,P,2,-0.0017249606375624,0.0,-0.0017249606375624,20000000.0,1.0,16.0,0.5,False
I1,I,2,,0.002533,0.002533,40580299.81507061,1.0,16.0,0.5,False
I2,I,2,,0.001267,0.001267,36899162.93818008,1.0,16.0,0.5,False
I3,I,2,,,,,0.0,16.0,0.5,False
P1,P,3,-0.001512521867102,0.0,-0.001512521867102,20000000.0,1.0,16.0,0.5,False
P2,P,3,-0.0017402735244416,0.0,-0.0017402735244416,20000000.0,1.0,16.0,0.5,False
I1,I,3,,0.002533,0.002533,40828910.958140165,1.0,16.0,0.5,False
I2,I,3,,0.001267,0.001267,37084216.90147405,1.0,16.0,0.5,False
I3,I,3,,,,,0.0,16.0,0.5,False
P1,P,4,-0.0015405344529416,0.0,-0.0015405344529416,20000000.0,1.0,16.0,0.5,False
P2,P,4,-0.0017687754075148,0.0,-0.0017687754075148,20000000.0,1.0,16.0,0.5,False
I1,I,4,,0.002533,0.002533,41008433.46151792,1.0,16.0,0.5,False
I2,I,4,,0.001267,0.001267,37226562.687533855,1.0,16.0,0.5,False
I3,I,4,,,,,0.0,16.0,0.5,False
P1,P,5,-0.0016533132031781,0.0,-0.0016533132031781,20000000.0,1.0,16.0,0.5,False
P2,P,5,-0.001768083750664,-6.397042410441913e-05,-0.0018320541747684,20000000.0,1.0,16.0,0.5,False
I1,I,5,,0.002533,0.002533,41577600.23982868,1.0,16.0,0.5,False
I2,I,5,,0.001267,0.001267,37735735.87040266,1.0,16.0,0.5,False
I3,I,5,,,,,0.0,16.0,0.5,False
P1,P,6,-0.0017244038092041,0.0,-0.0017244038092041,20000000.0,1.0,16.0,0.5,False
P2,P,6,-0.0015531762236197,-0.0004006694971408,-0.0019538457207606,20000000.0,1.0,16.0,0.5,False
I1,I,6,,0.002533,0.002533,41665651.06657715,1.0,16.0,0.5,False
I2,I,6,,0.001267,0.001267,37773621.47240812,1.0,16.0,0.5,False
I3,I,6,,,,,0.0,16.0,0.5,False
P1,P,7,-0.0017304310455429,-1.2936817230304054e-06,-0.0017317247272659,20000000.0,1.0,16.0,0.5,False
P2,P,7,-0.0013308473732824,-0.0008037862967118,-0.0021346336699943,20000000.0,1.0,16.0,0.5,False
I1,I,7,,0.002533,0.002533,41362394.10121459,1.0,16.0,0.5,False
I2,I,7,,0.001267,0.001267,37431027.234295,1.0,16.0,0.5,False
I3,I,7,,,,,0.0,16.0,0.5,False
P1,P,8,-0.0016151103437654,-8.223242448219831e-05,-0.0016973427682476,20000000.0,1.0,16.0,0.5,False
P2,P,8,-0.0011535169502616,-0.0011180412544051,-0.0022715582046667,20000000.0,1.0,16.0,0.5,False
I1,I,8,,0.002533,0.002533,40822330.69447494,1.0,16.0,0.5,False
I2,I,8,,0.001267,0.001267,36877466.37917666,1.0,16.0,0.5,False
I3,I,8,,,,,0.0,16.0,0.5,False
P1,P,9,-0.0014598217768642,-0.0002669317073136,-0.0017267534841778,20000000.0,1.0,16.0,0.5,False
P2,P,9,-0.0010072088577064,-0.0013311047175892,-0.0023383135752956,20000000.0,1.0,16.0,0.5,False
I1,I,9,,0.002533,0.002533,40081402.49140975,1.0,16.0,0.5,False
I2,I,9,,0.001267,0.001267,36153947.04298202,1.0,16.0,0.5,False
I3,I,9,,,,,0.0,16.0,0.5,False
P1,P,10,-0.0013117222820095,-0.0004381144091153,-0.0017498366911249,20000000.0,1.0,16.0,0.5,False
P2,P,10,-0.0008833080023865,-0.0014661838139207,-0.0023494918163073,20000000.0,1.0,16.0,0.5,False
I1,I,10,,0.002533,0.002533,39248949.67978458,1.0,16.0,0.5,False
I2,I,10,,0.001267,0.001267,35355668.99696228,1.0,16.0,0.5,False
I3,I,10,,,,,0.0,16.0,0.5,False
P1,P,11,-0.0011772157452207,-0.0005629723088268,-0.0017401880540475,20000000.0,1.0,16.0,0.5,False
P2,P,11,-0.000779954762752,-0.0015534607343648,-0.0023334154971168,20000000.0,1.0,16.0,0.5,False
I1,I,11,,0.002533,0.002533,38447910.15726566,1.0,16.0,0.5,False
I2,I,11,,0.001267,0.001267,34591962.24002269,1.0,16.0,0.5,False
I3,I,11,,,,,0.0,16.0,0.5,False
P1,P,12,-0.0010562510209768,-0.000655971997548,-0.0017122230185248,20000000.0,1.0,16.0,0.5,False
P2,P,12,-0.0006954211662259,-0.0016159069587665,-0.0023113281249925,20000000.0,1.0,16.0,0.5,False
I1,I,12,,0.002533,0.002533,37741387.50786175,1.0,16.0,0.5,False
I2,I,12,,0.001267,0.001267,33920172.90965641,1.0,16.0,0.5,False
I3,I,12,,,,,0.0,16.0,0.5,False
P1,P,13,-0.0009542894608096,-0.0007297965213632,-0.0016840859821729,20000000.0,1.0,16.0,0.5,False
P2,P,13,-0.0006264157749481,-0.0016653324648093,-0.0022917482397575,20000000.0,1.0,16.0,0.5,False
I1,I,13,,0.002533,0.002533,37135337.7242488,1.0,16.0,0.5,False
I2,I,13,,0.001267,0.001267,33345759.448623564,1.0,16.0,0.5,False
I3,I,13,,,,,0.0,16.0,0.5,False
P1,P,14,-0.0008703043296107,-0.0007904509879014,-0.0016607553175122,20000000.0,1.0,16.0,0.5,False
P2,P,14,-0.0005695205779396,-0.0017068667402559,-0.0022763873181956,20000000.0,1.0,16.0,0.5,False
I1,I,14,,0.002533,0.002533,36615767.716016464,1.0,16.0,0.5,False
I2,I,14,,0.001267,0.001267,32855237.482113708,1.0,16.0,0.5,False
I3,I,14,,,,,0.0,16.0,0.5,False
P1,P,15,-0.0007991641258638,-0.0008432272888003,-0.0016423914146641,20000000.0,1.0,16.0,0.5,False
P2,P,15,-0.0005219807216062,-0.0017427655241215,-0.0022647462457278,20000000.0,1.0,16.0,0.5,False
I1,I,15,,0.002533,0.002533,36166208.71690221,1.0,16.0,0.5,False
I2,I,15,,0.001267,0.001267,32432679.809899773,1.0,16.0,0.5,False
I3,I,15,,,,,0.0,16.0,0.5,False
P1,P,16,-0.0007366969825345,-0.0008926634160939,-0.0016293603986285,20000000.0,1.0,16.0,0.5,False
P2,P,16,-0.0004816278396034,-0.0017737601584646,-0.002255387998068,20000000.0,1.0,16.0,0.5,False
I1,I,16,,0.002533,0.002533,35771092.21574085,1.0,16.0,0.5,False
I2,I,16,,0.001267,0.001267,32063144.318276763,1.0,16.0,0.5,False
I3,I,16,,,,,0.0,16.0,0.5,False
P1,P,17,-0.0008352513025225,-0.0012539206884137,-0.0020891719909363,20000000.0,1.0,16.0,0.5,False
P2,P,17,-0.0005414666277072,-0.002417239936755,-0.0029587065644622,20000000.0,1.0,16.0,0.5,False
I1,I,17,,0.002533,0.002533,38472466.77339068,1.0,16.0,0.5,False
I2,I,17,,0.001267,0.001267,34613611.00149428,1.0,16.0,0.5,False
I3,I,17,,0.0019,0.0019,36364835.70399568,1.0,16.0,0.5,False
P1,P,18,-0.0008259175303725,-0.0014728319215458,-0.0022987494519183,20000000.0,1.0,16.0,0.5,False
P2,P,18,-0.000534544532277,-0.0027044611797732,-0.0032390057120503,20000000.0,1.0,16.0,0.5,False
I1,I,18,,0.002533,0.002533,38906734.81215053,1.0,16.0,0.5,False
I2,I,18,,0.001267,0.001267,35010411.46050328,1.0,16.0,0.5,False
I3,I,18,,0.0019,0.0019,36610799.68065176,1.0,16.0,0.5,False
P1,P,19,-0.0007737822560961,-0.0016002545057591,-0.0023740367618553,20000000.0,1.0,16.0,0.5,False
P2,P,19,-0.0005042961225927,-0.0028335929320677,-0.0033378890546605,20000000.0,1.0,16.0,0.5,False
I1,I,19,,0.002533,0.002533,38772051.48699907,1.0,16.0,0.5,False
I2,I,19,,0.001267,0.001267,34884422.29420129,1.0,16.0,0.5,False
I3,I,19,,0.0019,0.0019,36423533.34601362,1.0,16.0,0.5,False
P1,P,20,-0.0007130167032106,-0.0016874957881961,-0.0024005124914068,20000000.0,1.0,16.0,0.5,False
P2,P,20,-0.0004691310858761,-0.0028955188133074,-0.0033646498991836,20000000.0,1.0,16.0,0.5,False
I1,I,20,,0.002533,0.002533,38459517.04033916,1.0,16.0,0.5,False
I2,I,20,,0.001267,0.001267,34593361.4957531,1.0,16.0,0.5,False
I3,I,20,,0.0019,0.0019,36092930.6931164,1.0,16.0,0.5,False
P1,P,21,-0.0006552082627379,-0.0017567145811196,-0.0024119228438576,20000000.0,1.0,16.0,0.5,False
P2,P,21,-0.0004354037681864,-0.0029280576913993,-0.0033634614595858,20000000.0,1.0,16.0,0.5,False
I1,I,21,,0.002533,0.002533,38103689.54011945,1.0,16.0,0.5,False
I2,I,21,,0.001267,0.001267,34262696.00470329,1.0,16.0,0.5,False
I3,I,21,,0.0019,0.0019,35732543.91476177,1.0,16.0,0.5,False
P1,P,22,-0.0006037076801075,-0.0018159755245938,-0.0024196832047013,20000000.0,1.0,16.0,0.5,False
P2,P,22,-0.0004050071864869,-0.0029464883921356,-0.0033514955786225,20000000.0,1.0,16.0,0.5,False
