cat,group,date,oil,water,liquid,bhp,status,start_lag,coef,is_base
P2,P,27,-0.0002987471722001,-0.0025911974175718,-0.002889944589772,20000000.0,1.0,21.0,0.33,False
I1,I,27,,0.002533,0.002533,35375549.917365454,1.0,21.0,0.33,False
I2,I,27,,0.001267,0.001267,31740774.28976501,1.0,21.0,0.33,False
I3,I,27,,0.001254,0.001254,31941778.962548245,1.0,21.0,0.33,False
P1,P,28,-0.0004222846336681,-0.0017705079691776,-0.0021927926028457,20000000.0,1.0,21.0,0.33,False
P2,P,28,-0.0002830143154737,-0.0025980994981408,-0.0028811138136146,20000000.0,1.0,21.0,0.33,False
I1,I,28,,0.002533,0.002533,35175913.37433642,1.0,21.0,0.33,False
I2,I,28,,0.001267,0.001267,31558123.15499113,1.0,21.0,0.33,False
I3,I,28,,0.001254,0.001254,31745177.043522097,1.0,21.0,0.33,False
P1,P,29,-0.0004005868057868,-0.0017973337810254,-0.0021979205868122,20000000.0,1.0,21.0,0.33,False
P2,P,29,-0.0002687034231117,-0.0026036921777209,-0.0028723956008326,20000000.0,1.0,21.0,0.33,False
I1,I,29,,0.002533,0.002533,34989577.38002422,1.0,21.0,0.33,False
I2,I,29,,0.001267,0.001267,31387862.804933324,1.0,21.0,0.33,False
I3,I,29,,0.001254,0.001254,31563043.479174044,1.0,21.0,0.33,False
P1,P,0,-0.0016212793357458,0.0,-0.0016212793357458,20000000.0,1.0,17.0,0.33,False
P2,P,0,-0.0019034995257132,0.0,-0.0019034995257132,20000000.0,1.0,17.0,0.33,False
I1,I,0,,0.002533,0.002533,40189871.29720092,1.0,17.0,0.33,False
I2,I,0,,0.001267,0.001267,36654942.34321034,1.0,17.0,0.33,False
I3,I,0,,,,,0.0,17.0,0.33,False
P1,P,1,-0.001501636314723,0.0,-0.001501636314723,20000000.0,1.0,17.0,0.33,False
P2,P,1,-0.0017470400237067,0.0,-0.0017470400237067,20000000.0,1.0,17.0,0.33,False
I1,I,1,,0.002533,0.002533,40242918.4566048,1.0,17.0,0.33,False
I2,I,1,,0.001267,0.001267,36663866.639836974,1.0,17.0,0.33,False
I3,I,1,,,,,0.0,17.0,0.33,False
P1,P,2,-0.001492829541189,0.0,-0.001492829541189,20000000.0,1.0,17.0,0.33,False
P2,P,2,-0.0017249606375624,0.0,-0.0017249606375624,20000000.0,1.0,17.0,0.33,False
I1,I,2,,0.002533,0.002533,40580299.81507061,1.0,17.0,0.33,False
I2,I,2,,0.001267,0.001267,36899162.93818008,1.0,17.0,0.33,False
I3,I,2,,,,,0.0,17.0,0.33,False
P1,P,3,-0.001512521867102,0.0,-0.001512521867102,20000000.0,1.0,17.0,0.33,False
P2,P,3,-0.0017402735244416,0.0,-0.0017402735244416,20000000.0,1.0,17.0,0.33,False
I1,I,3,,0.002533,0.002533,40828910.958140165,1.0,17.0,0.33,False
I2,I,3,,0.001267,0.001267,37084216.90147405,1.0,17.0,0.33,False
I3,I,3,,,,,0.0,17.0,0.33,False
P1,P,4,-0.0015405344529416,0.0,-0.0015405344529416,20000000.0,1.0,17.0,0.33,False
P2,P,4,-0.0017687754075148,0.0,-0.0017687754075148,20000000.0,1.0,17.0,0.33,False
I1,I,4,,0.002533,0.002533,41008433.46151792,1.0,17.0,0.33,False
I2,I,4,,0.001267,0.001267,37226562.687533855,1.0,17.0,0.33,False
I3,I,4,,,,,0.0,17.0,0.33,False
P1,P,5,-0.0016533132031781,0.0,-0.0016533132031781,20000000.0,1.0,17.0,0.33,False
P2,P,5,-0.001768083750664,-6.397042410441913e-05,-0.0018320541747684,20000000.0,1.0,17.0,0.33,False
I1,I,5,,0.002533,0.002533,41577600.23982868,1.0,17.0,0.33,False
I2,I,5,,0.001267,0.001267,37735735.87040266,1.0,17.0,0.33,False
I3,I,5,,,,,0.0,17.0,0.33,False
P1,P,6,-0.0017244038092041,0.0,-0.0017244038092041,20000000.0,1.0,17.0,0.33,False
P2,P,6,-0.0015531762236197,-0.0004006694971408,-0.0019538457207606,20000000.0,1.0,17.0,0.33,False
I1,I,6,,0.002533,0.002533,41665651.06657715,1.0,17.0,0.33,False
I2,I,6,,0.001267,0.001267,37773621.47240812,1.0,17.0,0.33,False
I3,I,6,,,,,0.0,17.0,0.33,False
P1,P,7,-0.0017304310455429,-1.2936817230304054e-06,-0.0017317247272659,20000000.0,1.0,17.0,0.33,False
P2,P,7,-0.0013308473732824,-0.0008037862967118,-0.0021346336699943,20000000.0,1.0,17.0,0.33,False
I1,I,7,,0.002533,0.002533,41362394.10121459,1.0,17.0,0.33,False
I2,I,7,,0.001267,0.001267,37431027.234295,1.0,17.0,0.33,False
I3,I,7,,,,,0.0,17.0,0.33,False
P1,P,8,-0.0016151103437654,-8.223242448219831e-05,-0.0016973427682476,20000000.0,1.0,17.0,0.33,False
P2,P,8,-0.0011535169502616,-0.0011180412544051,-0.0022715582046667,20000000.0,1.0,17.0,0.33,False
I1,I,8,,0.002533,0.002533,40822330.69447494,1.0,17.0,0.33,False
I2,I,8,,0.001267,0.001267,36877466.37917666,1.0,17.0,0.33,False
I3,I,8,,,,,0.0,17.0,0.33,False
P1,P,9,-0.0014598217768642,-0.0002669317073136,-0.0017267534841778,20000000.0,1.0,17.0,0.33,False
P2,P,9,-0.0010072088577064,-0.0013311047175892,-0.0023383135752956,20000000.0,1.0,17.0,0.33,False
I1,I,9,,0.002533,0.002533,40081402.49140975,1.0,17.0,0.33,False
I2,I,9,,0.001267,0.001267,36153947.04298202,1.0,17.0,0.33,False
I3,I,9,,,,,0.0,17.0,0.33,False
P1,P,10,-0.0013117222820095,-0.0004381144091153,-0.0017498366911249,20000000.0,1.0,17.0,0.33,False
P2,P,10,-0.0008833080023865,-0.0014661838139207,-0.0023494918163073,20000000.0,1.0,17.0,0.33,False
I1,I,10,,0.002533,0.002533,39248949.67978458,1.0,17.0,0.33,False
I2,I,10,,0.001267,0.001267,35355668.99696228,1.0,17.0,0.33,False
I3,I,10,,,,,0.0,17.0,0.33,False
P1,P,11,-0.0011772157452207,-0.0005629723088268,-0.0017401880540475,20000000.0,1.0,17.0,0.33,False
P2,P,11,-0.000779954762752,-0.0015534607343648,-0.0023334154971168,20000000.0,1.0,17.0,0.33,False
I1,I,11,,0.002533,0.002533,38447910.15726566,1.0,17.0,0.33,False
I2,I,11,,0.001267,0.001267,34591962.24002269,1.0,17.0,0.33,False
I3,I,11,,,,,0.0,17.0,0.33,False
P1,P,12,-0.0010562510209768,-0.000655971997548,-0.0017122230185248,20000000.0,1.0,17.0,0.33,False
P2,P,12,-0.0006954211662259,-0.0016159069587665,-0.0023113281249925,20000000.0,1.0,17.0,0.33,False
I1,I,12,,0.002533,0.002533,37741387.50786175,1.0,17.0,0.33,False
I2,I,12,,0.001267,0.001267,33920172.90965641,1.0,17.0,0.33,False
I3,I,12,,,,,0.0,17.0,0.33,False
P1,P,13,-0.0009542894608096,-0.0007297965213632,-0.0016840859821729,20000000.0,1.0,17.0,0.33,False
P2,P,13,-0.0006264157749481,-0.0016653324648093,-0.0022917482397575,20000000.0,1.0,17.0,0.33,False
I1,I,13,,0.002533,0.002533,37135337.7242488,1.0,17.0,0.33,False
I2,I,13,,0.001267,0.001267,33345759.448623564,1.0,17.0,0.33,False
I3,I,13,,,,,0.0,17.0,0.33,False
P1,P,14,-0.0008703043296107,-0.0007904509879014,-0.0016607553175122,20000000.0,1.0,17.0,0.33,False
P2,P,14,-0.0005695205779396,-0.0017068667402559,-0.0022763873181956,20000000.0,1.0,17.0,0.33,False
I1,I,14,,0.002533,0.002533,36615767.716016464,1.0,17.0,0.33,False
I2,I,14,,0.001267,0.001267,32855237.482113708,1.0,17.0,0.33,False
I3,I,14,,,,,0.0,17.0,0.33,False
P1,P,15,-0.0007991641258638,-0.0008432272888003,-0.0016423914146641,20000000.0,1.0,17.0,0.33,False
P2,P,15,-0.0005219807216062,-0.0017427655241215,-0.0022647462457278,20000000.0,1.0,17.0,0.33,False
I1,I,15,,0.002533,0.002533,36166208.71690221,1.0,17.0,0.33,False
I2,I,15,,0.001267,0.001267,32432679.809899773,1.0,17.0,0.33,False
I3,I,15,,,,,0.0,17.0,0.33,False
P1,P,16,-0.0007366969825345,-0.0008926634160939,-0.0016293603986285,20000000.0,1.0,17.0,0.33,False
P2,P,16,-0.0004816278396034,-0.0017737601584646,-0.002255387998068,20000000.0,1.0,17.0,0.33,False
I1,I,16,,0.002533,0.002533,35771092.21574085,1.0,17.0,0.33,False
I2,I,16,,0.001267,0.001267,32063144.318276763,1.0,17.0,0.33,False
I3,I,16,,,,,0.0,17.0,0.33,False
P1,P,17,-0.0006808638871577,-0.0009407352662311,-0.0016215991533888,20000000.0,1.0,17.0,0.33,False
P2,P,17,-0.0004467582590228,-0.0018002050237149,-0.0022469632827377,20000000.0,1.0,17.0,0.33,False
I1,I,17,,0.002533,0.002533,35417118.5249898,1.0,17.0,0.33,False
I2,I,17,,0.001267,0.001267,31733779.031057917,1.0,17.0,0.33,False
I3,I,17,,,,,0.0,17.0,0.33,False
P1,P,18,-0.0007298872038797,-0.0012049743212892,-0.0019348615251689,20000000.0,1.0,17.0,0.33,False
P2,P,18,-0.0004776009794268,-0.002235959292273,-0.0027135602716998,20000000.0,1.0,17.0,0.33,False
I1,I,18,,0.002533,0.002533,37096175.67735389,1.0,17.0,0.33,False
I2,I,18,,0.001267,0.001267,33321147.50714898,1.0,17.0,0.33,False
I3,I,18,,0.001254,0.001254,33787670.91113062,1.0,17.0,0.33,False
P1,P,19,-0.0007122238746653,-0.0013612625168535,-0.0020734863915188,20000000.0,1.0,17.0,0.33,False
P2,P,19,-0.0004660246840435,-0.0024226840802466,-0.0028887087642902,20000000.0,1.0,17.0,0.33,False
I1,I,19,,0.002533,0.002533,37282424.3599708,1.0,17.0,0.33,False
I2,I,19,,0.001267,0.001267,33491870.071777944,1.0,17.0,0.33,False
I3,I,19,,0.001254,0.001254,33843522.05669473,1.0,17.0,0.33,False
P1,P,20,-0.0006693884857021,-0.0014548433363019,-0.0021242318220041,20000000.0,1.0,17.0,0.33,False
P2,P,20,-0.0004401957008292,-0.0025053772916622,-0.0029455729924914,20000000.0,1.0,17.0,0.33,False
I1,I,20,,0.002533,0.002533,37109449.273330085,1.0,17.0,0.33,False
I2,I,20,,0.001267,0.001267,33332518.86070341,1.0,17.0,0.33,False
I3,I,20,,0.001254,0.001254,33635815.67846443,1.0,17.0,0.33,False
P1,P,21,-0.0006224818298037,-0.0015209158954226,-0.0021433977252263,20000000.0,1.0,17.0,0.33,False
P2,P,21,-0.0004118401618397,-0.0025456005270849,-0.0029574406889247,20000000.0,1.0,17.0,0.33,False
I1,I,21,,0.002533,0.002533,36831925.55865175,1.0,17.0,0.33,False
I2,I,21,,0.001267,0.001267,33076064.903400663,1.0,17.0,0.33,False
I3,I,21,,0.001254,0.001254,33347571.181310017,1.0,17.0,0.33,False
P1,P,22,-0.0005783950316288,-0.0015741392942396,-0.0021525343258684,20000000.0,1.0,17.0,0.33,False
P2,P,22,-0.000384927097025,-0.0025678332393195,-0.0029527603363445,20000000.0,1.0,17.0,0.33,False
I1,I,22,,0.002533,0.002533,36534964.29512949,1.0,17.0,0.33,False
I2,I,22,,0.001267,0.001267,32801873.77354715,1.0,17.0,0.33,False
I3,I,22,,0.001254,0.001254,33049554.207699392,1.0,17.0,0.33,False
P1,P,23,-0.000538886446473,-0.0016201879099366,-0.0021590743564097,20000000.0,1.0,17.0,0.33,False
P2,P,23,-0.0003605660554976,-0.002581558290035,-0.0029421243455327,20000000.0,1.0,17.0,0.33,False
I1,I,23,,0.002533,0.002533,36247628.118895896,1.0,17.0,0.33,False
I2,I,23,,0.001267,0.001267,32537085.819518987,1.0,17.0,0.33,False
I3,I,23,,0.001254,0.001254,32765612.390467968,1.0,17.0,0.33,False
P1,P,24,-0.0005040963376328,-0.0016613034922825,-0.0021653998299153,20000000.0,1.0,17.0,0.33,False
P2,P,24,-0.000338852793139,-0.0025906444474239,-0.002929497240563,20000000.0,1.0,17.0,0.33,False
I1,I,24,,0.002533,0.002533,35978741.379519254,1.0,17.0,0.33,False
I2,I,24,,0.001267,0.001267,32289861.87092344,1.0,17.0,0.33,False
I3,I,24,,0.001254,0.001254,32502317.91644969,1.0,17.0,0.33,False
P1,P,25,-0.000473572678776,-0.0016984107280872,-0.0021719834068633,20000000.0,1.0,17.0,0.33,False
P2,P,25,-0.000319510907904,-0.0025970173190725,-0.0029165282269765,20000000.0,1.0,17.0,0.33,False
I1,I,25,,0.002533,0.002533,35729915.44269568,1.0,17.0,0.33,False
I2,I,25,,0.001267,0.001267,32061571.5556498,1.0,17.0,0.33,False
I3,I,25,,0.001254,0.001254,32260177.27197726,1.0,17.0,0.33,False
P1,P,26,-0.0004466730001482,-0.0017320971072868,-0.002178770107435,20000000.0,1.0,17.0,0.33,False
P2,P,26,-0.000302157695392,-0.0026017987329619,-0.0029039564283539,20000000.0,1.0,17.0,0.33,False
I1,I,26,,0.002533,0.002533,35500167.660543695,1.0,17.0,0.33,False
I2,I,26,,0.001267,0.001267,31851164.13718706,1.0,17.0,0.33,False
I3,I,26,,0.001254,0.001254,32037619.905789766,1.0,17.0,0.33,False
P1,P,27,-0.0004227688221536,-0.0017627657016985,-0.0021855345238521,20000000.0,1.0,17.0,0.33,False
P2,P,27,-0.0002864470079442,-0.0026056904855119,-0.0028921374934562,20000000.0,1.0,17.0,0.33,False
I1,I,27,,0.002533,0.002533,35287799.581745744,1.0,17.0,0.33,False
I2,I,27,,0.001267,0.001267,31656953.54804012,1.0,17.0,0.33,False
I3,I,27,,0.001254,0.001254,31832619.31040892,1.0,17.0,0.33,False
P1,P,28,-0.0004013389610706,-0.0017907029067051,-0.0021920418677758,20000000.0,1.0,17.0,0.33,False
P2,P,28,-0.0002721306145441,-0.0026090873925937,-0.0028812180071379,20000000.0,1.0,17.0,0.33,False
I1,I,28,,0.002533,0.002533,35091224.05745083,1.0,17.0,0.33,False
I2,I,28,,0.001267,0.001267,31477400.102722514,1.0,17.0,0.33,False
I3,I,28,,0.001254,0.001254,31643399.16165345,1.0,17.0,0.33,False
P1,P,29,-0.000381956209503,-0.0018162348816661,-0.0021981910911692,20000000.0,1.0,17.0,0.33,False
P2,P,29,-0.0002590335937131,-0.0026121775353046,-0.0028712111290177,20000000.0,1.0,17.0,0.33,False
I1,I,29,,0.002533,0.002533,34909030.13665146,1.0,17.0,0.33,False
I2,I,29,,0.001267,0.001267,31311170.37784933,1.0,17.0,0.33,False
I3,I,29,,0.001254,0.001254,31468443.89970683,1.0,17.0,0.33,False
P1,P,0,-0.0016212793357458,0.0,-0.0016212793357458,20000000.0,1.0,10.0,0.33,False
P2,P,0,-0.0019034995257132,0.0,-0.0019034995257132,20000000.0,1.0,10.0,0.33,False
I1,I,0,,0.002533,0.002533,40189871.29720092,1.0,10.0,0.33,False
I2,I,0,,0.001267,0.001267,36654942.34321034,1.0,10.0,0.33,False
I3,I,0,,,,,0.0,10.0,0.33,False
P1,P,1,-0.001501636314723,0.0,-0.001501636314723,20000000.0,1.0,10.0,0.33,False
P2,P,1,-0.0017470400237067,0.0,-0.0017470400237067,20000000.0,1.0,10.0,0.33,False
I1,I,1,,0.002533,0.002533,40242918.4566048,1.0,10.0,0.33,False
I2,I,1,,0.001267,0.001267,36663866.639836974,1.0,10.0,0.33,False
I3,I,1,,,,,0.0,10.0,0.33,False
P1,P,2,-0.001492829541189,0.0,-0.001492829541189,20000000.0,1.0,10.0,0.33,False
P2,P,2,-0.0017249606375624,0.0,-0.0017249606375624,20000000.0,1.0,10.0,0.33,False
I1,I,2,,0.002533,0.002533,40580299.81507061,1.0,10.0,0.33,False
I2,I,2,,0.001267,0.001267,36899162.93818008,1.0,10.0,0.33,False
I3,I,2,,,,,0.0,10.0,0.33,False
P1,P,3,-0.001512521867102,0.0,-0.001512521867102,20000000.0,1.0,10.0,0.33,False
P2,P,3,-0.0017402735244416,0.0,-0.0017402735244416,20000000.0,1.0,10.0,0.33,False
I1,I,3,,0.002533,0.002533,40828910.958140165,1.0,10.0,0.33,False
I2,I,3,,0.001267,0.001267,37084216.90147405,1.0,10.0,0.33,False
I3,I,3,,,,,0.0,10.0,0.33,False
P1,P,4,-0.0015405344529416,0.0,-0.0015405344529416,20000000.0,1.0,10.0,0.33,False
P2,P,4,-0.0017687754075148,0.0,-0.0017687754075148,20000000.0,1.0,10.0,0.33,False
I1,I,4,,0.002533,0.002533,41008433.46151792,1.0,10.0,0.33,False
I2,I,4,,0.001267,0.001267,37226562.687533855,1.0,10.0,0.33,False
I3,I,4,,,,,0.0,10.0,0.33,False
P1,P,5,-0.0016533132031781,0.0,-0.0016533132031781,20000000.0,1.0,10.0,0.33,False
P2,P,5,-0.001768083750664,-6.397042410441913e-05,-0.0018320541747684,20000000.0,1.0,10.0,0.33,False
I1,I,5,,0.002533,0.002533,41577600.23982868,1.0,10.0,0.33,False
I2,I,5,,0.001267,0.001267,37735735.87040266,1.0,10.0,0.33,False
I3,I,5,,,,,0.0,10.0,0.33,False
P1,P,6,-0.0017244038092041,0.0,-0.0017244038092041,20000000.0,1.0,10.0,0.33,False
P2,P,6,-0.0015531762236197,-0.0004006694971408,-0.0019538457207606,20000000.0,1.0,10.0,0.33,False
I1,I,6,,0.002533,0.002533,41665651.06657715,1.0,10.0,0.33,False
I2,I,6,,0.001267,0.001267,37773621.47240812,1.0,10.0,0.33,False
I3,I,6,,,,,0.0,10.0,0.33,False
P1,P,7,-0.0017304310455429,-1.2936817230304054e-06,-0.0017317247272659,20000000.0,1.0,10.0,0.33,False
P2,P,7,-0.0013308473732824,-0.0008037862967118,-0.0021346336699943,20000000.0,1.0,10.0,0.33,False
I1,I,7,,0.002533,0.002533,41362394.10121459,1.0,10.0,0.33,False
I2,I,7,,0.001267,0.001267,37431027.234295,1.0,10.0,0.33,False
I3,I,7,,,,,0.0,10.0,0.33,False
P1,P,8,-0.0016151103437654,-8.223242448219831e-05,-0.0016973427682476,20000000.0,1.0,10.0,0.33,False
P2,P,8,-0.0011535169502616,-0.0011180412544051,-0.0022715582046667,20000000.0,1.0,10.0,0.33,False
I1,I,8,,0.002533,0.002533,40822330.69447494,1.0,10.0,0.33,False
I2,I,8,,0.001267,0.001267,36877466.37917666,1.0,10.0,0.33,False
I3,I,8,,,,,0.0,10.0,0.33,False
P1,P,9,-0.0014598217768642,-0.0002669317073136,-0.0017267534841778,20000000.0,1.0,10.0,0.33,False
P2,P,9,-0.0010072088577064,-0.0013311047175892,-0.0023383135752956,20000000.0,1.0,10.0,0.33,False
I1,I,9,,0.002533,0.002533,40081402.49140975,1.0,10.0,0.33,False
I2,I,9,,0.001267,0.001267,36153947.04298202,1.0,10.0,0.33,False
I3,I,9,,,,,0.0,10.0,0.33,False
P1,P,10,-0.0013117222820095,-0.0004381144091153,-0.0017498366911249,20000000.0,1.0,10.0,0.33,False
P2,P,10,-0.0008833080023865,-0.0014661838139207,-0.0023494918163073,20000000.0,1.0,10.0,0.33,False
I1,I,10,,0.002533,0.002533,39248949.67978458,1.0,10.0,0.33,False
I2,I,10,,0.001267,0.001267,35355668.99696228,1.0,10.0,0.33,False
I3,I,10,,,,,0.0,10.0,0.33,False
P1,P,11,-0.0013133252512665,-0.000679027393138,-0.0019923526444046,20000000.0,1.0,10.0,0.33,False
P2,P,11,-0.0008596635552193,-0.0018761858223234,-0.0027358493775427,20000000.0,1.0,10.0,0.33,False
I1,I,11,,0.002533,0.002533,40598244.42898476,1.0,10.0,0.33,False
I2,I,11,,0.001267,0.001267,36637011.686059296,1.0,10.0,0.33,False
I3,I,11,,0.001254,0.001254,37198354.32316784,1.0,10.0,0.33,False
P1,P,12,-0.0012389190544284,-0.0008742056493836,-0.0021131247038121,20000000.0,1.0,10.0,0.33,False
P2,P,12,-0.0008020256377315,-0.0021288020281727,-0.0029308276659043,20000000.0,1.0,10.0,0.33,False
I1,I,12,,0.002533,0.002533,40567150.928412125,1.0,10.0,0.33,False
I2,I,12,,0.001267,0.001267,36585960.25930199,1.0,10.0,0.33,False
I3,I,12,,0.001254,0.001254,37008049.86103466,1.0,10.0,0.33,False
P1,P,13,-0.0011371537196787,-0.0010141271700465,-0.0021512808897253,20000000.0,1.0,10.0,0.33,False
P2,P,13,-0.0007345019130395,-0.0022824961869278,-0.0030169980999673,20000000.0,1.0,10.0,0.33,False
I1,I,13,,0.002533,0.002533,40174292.160257645,1.0,10.0,0.33,False
I2,I,13,,0.001267,0.001267,36205540.55926068,1.0,10.0,0.33,False
I3,I,13,,0.001254,0.001254,36574681.54190568,1.0,10.0,0.33,False
P1,P,14,-0.0010363436274237,-0.0011165973087238,-0.0021529409361475,20000000.0,1.0,10.0,0.33,False
P2,P,14,-0.0006693189866317,-0.002380302812236,-0.0030496217988677,20000000.0,1.0,10.0,0.33,False
I1,I,14,,0.002533,0.002533,39669948.80032376,1.0,10.0,0.33,False
I2,I,14,,0.001267,0.001267,35724441.854316704,1.0,10.0,0.33,False
I3,I,14,,0.001254,0.001254,36060481.90675119,1.0,10.0,0.33,False
P1,P,15,-0.000942261294601,-0.0012014984913953,-0.0021437597859963,20000000.0,1.0,10.0,0.33,False
P2,P,15,-0.0006105071720159,-0.0024463164930758,-0.0030568236650917,20000000.0,1.0,10.0,0.33,False
I1,I,15,,0.002533,0.002533,39150131.46903616,1.0,10.0,0.33,False
I2,I,15,,0.001267,0.001267,35232228.510102704,1.0,10.0,0.33,False
I3,I,15,,0.001254,0.001254,35543152.82435329,1.0,10.0,0.33,False
P1,P,16,-0.0008561901192108,-0.0012796000543048,-0.0021357901735156,20000000.0,1.0,10.0,0.33,False
P2,P,16,-0.0005587285751388,-0.0024926821268502,-0.0030514107019891,20000000.0,1.0,10.0,0.33,False
I1,I,16,,0.002533,0.002533,38649364.75095525,1.0,10.0,0.33,False
I2,I,16,,0.001267,0.001267,34760938.97007282,1.0,10.0,0.33,False
I3,I,16,,0.001254,0.001254,35050714.32996594,1.0,10.0,0.33,False
P1,P,17,-0.0007787284839798,-0.00135316223207,-0.0021318907160499,20000000.0,1.0,10.0,0.33,False
P2,P,17,-0.0005135887639203,-0.0025257019832603,-0.0030392907471807,20000000.0,1.0,10.0,0.33,False
I1,I,17,,0.002533,0.002533,38179534.99411687,1.0,10.0,0.33,False
I2,I,17,,0.001267,0.001267,34321092.89889811,1.0,10.0,0.33,False
I3,I,17,,0.001254,0.001254,34592124.83656312,1.0,10.0,0.33,False
P1,P,18,-0.0007107777295551,-0.0014219656797571,-0.0021327434093123,20000000.0,1.0,10.0,0.33,False
P2,P,18,-0.0004741563710338,-0.0025490666361764,-0.0030232230072103,20000000.0,1.0,10.0,0.33,False
I1,I,18,,0.002533,0.002533,37742935.485670514,1.0,10.0,0.33,False
I2,I,18,,0.001267,0.001267,33914189.74087561,1.0,10.0,0.33,False
I3,I,18,,0.001254,0.001254,34168169.57677338,1.0,10.0,0.33,False
P1,P,19,-0.0006521115675894,-0.0014849379252727,-0.0021370494928622,20000000.0,1.0,10.0,0.33,False
P2,P,19,-0.0004395262178613,-0.0025654496416734,-0.0030049758595347,20000000.0,1.0,10.0,0.33,False
I1,I,19,,0.002533,0.002533,37339582.438538864,1.0,10.0,0.33,False
I2,I,19,,0.001267,0.001267,33539652.96554918,1.0,10.0,0.33,False
I3,I,19,,0.001254,0.001254,33777991.34695811,1.0,10.0,0.33,False
P1,P,20,-0.0006017403811443,-0.0015415614269997,-0.0021433018081441,20000000.0,1.0,10.0,0.33,False
P2,P,20,-0.0004090202097907,-0.0025770024156044,-0.0029860226253952,20000000.0,1.0,10.0,0.33,False
I1,I,20,,0.002533,0.002533,36968800.36928631,1.0,10.0,0.33,False
I2,I,20,,0.001267,0.001267,33196367.250684917,1.0,10.0,0.33,False
I3,I,20,,0.001254,0.001254,33420377.96494812,1.0,10.0,0.33,False
P1,P,21,-0.0005584260883005,-0.0015922190414923,-0.0021506451297929,20000000.0,1.0,10.0,0.33,False
P2,P,21,-0.0003820753719214,-0.0025851667430726,-0.002967242114994,20000000.0,1.0,10.0,0.33,False
I1,I,21,,0.002533,0.002533,36629233.04822903,1.0,10.0,0.33,False
I2,I,21,,0.001267,0.001267,32882783.300100904,1.0,10.0,0.33,False
I3,I,21,,0.001254,0.001254,33093683.011824828,1.0,10.0,0.33,False
P1,P,22,-0.0005209990667704,-0.0016375074138853,-0.0021585064806557,20000000.0,1.0,10.0,0.33,False
P2,P,22,-0.0003581852557894,-0.0025910375878934,-0.0029492228436828,20000000.0,1.0,10.0,0.33,False
I1,I,22,,0.002533,0.002533,36318968.10365664,1.0,10.0,0.33,False
I2,I,22,,0.001267,0.001267,32596918.42002327,1.0,10.0,0.33,False
I3,I,22,,0.001254,0.001254,32795834.478080627,1.0,10.0,0.33,False
P1,P,23,-0.0004884230099873,-0.0016781025521763,-0.0021665255621636,20000000.0,1.0,10.0,0.33,False
P2,P,23,-0.0003369132790604,-0.0025954385253617,-0.0029323518044222,20000000.0,1.0,10.0,0.33,False
I1,I,23,,0.002533,0.002533,36035544.92715936,1.0,10.0,0.33,False
I2,I,23,,0.001267,0.001267,32336320.621359404,1.0,10.0,0.33,False
I3,I,23,,0.001254,0.001254,32524288.804293625,1.0,10.0,0.33,False
P1,P,24,-0.0004598236929841,-0.0017146572183322,-0.0021744809113163,20000000.0,1.0,10.0,0.33,False
P2,P,24,-0.0003178496763857,-0.0025989476677754,-0.0029167973441612,20000000.0,1.0,10.0,0.33,False
I1,I,24,,0.002533,0.002533,35776226.95839682,1.0,10.0,0.33,False
I2,I,24,,0.001267,0.001267,32098316.66160948,1.0,10.0,0.33,False
I3,I,24,,0.001254,0.001254,32276277.889848992,1.0,10.0,0.33,False
P1,P,25,-0.0004344917937866,-0.001747688064808,-0.0021821798585947,20000000.0,1.0,10.0,0.33,False
P2,P,25,-0.0003006297611419,-0.0026019914900165,-0.0029026212511584,20000000.0,1.0,10.0,0.33,False
I1,I,25,,0.002533,0.002533,35538333.468236364,1.0,10.0,0.33,False
I2,I,25,,0.001267,0.001267,31880312.26310856,1.0,10.0,0.33,False
I3,I,25,,0.001254,0.001254,32049118.51926285,1.0,10.0,0.33,False
P1,P,26,-0.0004118628813744,-0.0017776057096115,-0.002189468590986,20000000.0,1.0,10.0,0.33,False
P2,P,26,-0.0002849763305284,-0.0026048173888852,-0.0028897937194137,20000000.0,1.0,10.0,0.33,False
I1,I,26,,0.002533,0.002533,35319514.05277506,1.0,10.0,0.33,False
I2,I,26,,0.001267,0.001267,31680059.061014146,1.0,10.0,0.33,False
I3,I,26,,0.001254,0.001254,31840476.01864548,1.0,10.0,0.33,False
P1,P,27,-0.0003914824442072,-0.0018048250493321,-0.0021963074935394,20000000.0,1.0,10.0,0.33,False
P2,P,27,-0.0002706835271817,-0.002607511875424,-0.0028781954026057,20000000.0,1.0,10.0,0.33,False
I1,I,27,,0.002533,0.002533,35117753.259521455,1.0,10.0,0.33,False
I2,I,27,,0.001267,0.001267,31495657.79223212,1.0,10.0,0.33,False
I3,I,27,,0.001254,0.001254,31648364.63798477,1.0,10.0,0.33,False
P1,P,28,-0.0003729907895627,-0.0018297004027804,-0.0022026911923431,20000000.0,1.0,10.0,0.33,False
P2,P,28,-0.0002575947754801,-0.0026101052962034,-0.0028677000716836,20000000.0,1.0,10.0,0.33,False
I1,I,28,,0.002533,0.002533,34931349.174560286,1.0,10.0,0.33,False
I2,I,28,,0.001267,0.001267,31325519.27945963,1.0,10.0,0.33,False
I3,I,28,,0.001254,0.001254,31471115.72776359,1.0,10.0,0.33,False
P1,P,29,-0.0003561030706134,-0.0018525509878076,-0.002208654058421,20000000.0,1.0,10.0,0.33,False
P2,P,29,-0.0002455901085824,-0.0026125873123403,-0.0028581774209228,20000000.0,1.0,10.0,0.33,False
